Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
sct_8116006_20,erker_v15ib,,text,6.4.20A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_19] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_20"" | twentieth |"
sct_8116006_20_date,erker_v15ib,,text,6.4.20B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_19] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_20"" | twentieth |"
sct_8116006_21,erker_v15ib,,text,6.4.21A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_20] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_21"" | twenty-first |"
sct_8116006_21_date,erker_v15ib,,text,6.4.21B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_20] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_21"" | twenty-first |"
sct_8116006_22,erker_v15ib,,text,6.4.22A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_21] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_22"" | twenty-second |"
sct_8116006_22_date,erker_v15ib,,text,6.4.22B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_21] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_22"" | twenty-second |"
sct_8116006_23,erker_v15ib,,text,6.4.23A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_22] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_23"" | twenty-third |"
sct_8116006_23_date,erker_v15ib,,text,6.4.23B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_22] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_23"" | twenty-third |"
sct_8116006_24,erker_v15ib,,text,6.4.24A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_23] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_24"" | twenty-fourth |"
sct_8116006_24_date,erker_v15ib,,text,6.4.24B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_23] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_24"" | twenty-fourth |"
sct_8116006_25,erker_v15ib,,text,6.4.25A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_24] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_25"" | twenty-fifth |"
sct_8116006_25_date,erker_v15ib,,text,6.4.25B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_24] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_25"" | twenty-fifth |"
sct_8116006_26,erker_v15ib,,text,6.4.26A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_25] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_26"" | twenty-sixth |"
sct_8116006_26_date,erker_v15ib,,text,6.4.26B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_25] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_26"" | twenty-sixth |"
sct_8116006_27,erker_v15ib,,text,6.4.27A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_26] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_27"" | twenty-seventh |"
sct_8116006_27_date,erker_v15ib,,text,6.4.27B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_26] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_27"" | twenty-seventh |"
sct_8116006_28,erker_v15ib,,text,6.4.28A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_27] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_28"" | twenty-eigth |"
sct_8116006_28_date,erker_v15ib,,text,6.4.28B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_27] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_28"" | twenty-eigth |"
sct_8116006_29,erker_v15ib,,text,6.4.29A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_28] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_29"" | twenty-ninth |"
sct_8116006_29_date,erker_v15ib,,text,6.4.29B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_28] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_29"" | twenty-ninth |"
sct_8116006_30,erker_v15ib,,text,6.4.30A Phänotypisierung [HPO],BIOPORTAL:HP,,,,,,"[sct_8116006_29] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) |
+ ""_30"" | thirtieth |"
sct_8116006_30_date,erker_v15ib,,text,6.4.30B Phänotypisierung - Feststellungsdatum,,,date_ymd,,,,"[sct_8116006_29] <> """"",,,,,,"Variable:
SCT: 8116006 | Phenotype finding (finding) | : 410671006 | Date (attribute) | = 69836002 | Determinate (qualifier value) |
+ ""_30"" | thirtieth |"
sct_72705000_rd,erker_v15ib,6.5 Familienanamnese,radio,6.5.1A Mutter von dieser SE betroffen?,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fa_mutter,,"Variable:
SCT: 72705000 | Mother (person) | 
+ ""_rd"": affected by the same rare disease"
sct_160430005,erker_v15ib,,radio,6.5.1B Mutter verstorben?,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fa_mutter,,"Variable:
SCT: 160430005 | Mother deceased (situation) |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_13506008,erker_v15ib,,text,6.5.1C Alter der Mutter [in Jahren]  (Zum Zeitpunkt der Erfassung),,Bitte geben Sie eine ganze Zahl zwischen 0 und 100 (jeweils einschließlich) ein!,number,1,150,,,,,,,,"Variable: 
SCT: 13506008 | Maternal age (observable entity) |"
sct_160430005_age,erker_v15ib,,text,6.5.1D Sterbealter der Mutter [in Jahren],,Bitte geben Sie eine ganze Zahl zwischen 0 und 100 (jeweils einschließlich) ein!,number,1,150,,[sct_160430005] = 'sct_373066001',,,,,,"Variable:
SCT: 160430005 | Mother deceased (situation) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |"
sct_66839005_rd,erker_v15ib,,radio,6.5.2A Vater von dieser SE betroffen?,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fa_vater,,"Variable: 
SCT: 66839005 | Father (person) | 
+ ""_rd"": affected by the same rare disease"
sct_160436004,erker_v15ib,,radio,6.5.2B Vater verstorben,"sct_373066001, Ja | sct_373067005, Nein | sct_1220561009, nicht erfasst",,,,,,,,,,fa_vater,,"Variable:
SCT: 160430004 | Father deceased (situation) |
Choices:
SCT: 373066001 | Yes (qualifier value) |
SCT: 373067005 | No (qualifier value) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_20587003,erker_v15ib,,text,6.5.2C Alter des Vaters [in Jahren] (Zum Zeitpunkt der Erfassung),,Bitte geben Sie eine ganze Zahl zwischen 0 und 100 (jeweils einschließlich) ein!,number,1,150,,,,,,,,"Variable: 
SCT: 20587003 | Paternal age (observable entity) |"
sct_160436004_age,erker_v15ib,,text,6.5.2D Sterbealter des Vaters [in Jahren],,Bitte geben Sie eine ganze Zahl zwischen 0 und 100 (jeweils einschließlich) ein!,number,1,150,,[sct_160436004] = 'sct_373066001',,,,,,"Variable:
SCT: 160430004 | Father deceased (situation) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |"
sct_82101005_rd,erker_v15ib,,dropdown,6.5.3 Geschwister von dieser SE betroffen?,"sct_373066001, Ja | sct_373067005, Nein | sct_261665006, Unbekannt | sct_1220561009, nicht erfasst",Folgend bitte nur betroffene Geschwister erfassen!,,,,,,,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) |
+ ""_rd"": affected by the same rare disease"
sct_82101005_1_age,erker_v15ib,,text,6.5.3.1A - 1. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,[sct_82101005_rd] = 'sct_373066001',,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 257469003 | Roman numeral I (qualifier value) |"
sct_82101005_1_gender,erker_v15ib,,dropdown,6.5.3.1B - 1. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,[sct_82101005_rd] = 'sct_373066001',,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 257469003 | Roman numeral I (qualifier value) |
Choices:
Choices:
hl7_genderamtlichde_M | male |
hl7_genderamtlichde_W | female |
hl7_genderamtlichde_X | unknown |
hl7_genderamtlichde_D | diverse | 
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_2_age,erker_v15ib,,text,6.5.3.2A - 2. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_1_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 257470002 | Roman numeral II (qualifier value) |"
sct_82101005_2_gender,erker_v15ib,,dropdown,6.5.3.2B - 2. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_1_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 257470002 | Roman numeral II (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_3_age,erker_v15ib,,text,6.5.3.3A - 3. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_2_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 257471003 | Roman numeral III (qualifier value) |"
sct_82101005_3_gender,erker_v15ib,,dropdown,6.5.3.3B - 3. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_2_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 257471003 | Roman numeral III (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_4_age,erker_v15ib,,text,6.5.3.4A - 4. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_3_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 260317009 | Roman numeral IV (qualifier value) |"
sct_82101005_4_gender,erker_v15ib,,dropdown,6.5.3.4B - 4. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_3_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 260317009 | Roman numeral IV (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_5_age,erker_v15ib,,text,6.5.3.5A - 5. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_4_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 422276003 | Roman numeral V (qualifier value) |"
sct_82101005_5_gender,erker_v15ib,,dropdown,6.5.3.5B - 5. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_4_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 422276003 | Roman numeral V (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_6_age,erker_v15ib,,text,6.5.3.6A - 6. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_5_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 262261009 | Roman numeral VI (qualifier value) |"
sct_82101005_6_gender,erker_v15ib,,dropdown,6.5.3.6B - 6. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_5_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 262261009 | Roman numeral VI (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_7_age,erker_v15ib,,text,6.5.3.7A - 7. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_6_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 262269006 | Roman numeral VII (qualifier value) |"
sct_82101005_7_gender,erker_v15ib,,dropdown,6.5.3.7B - 7. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_6_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 262269006 | Roman numeral VII (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_8_age,erker_v15ib,,text,6.5.3.8A - 8. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_7_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 262270007 | Roman numeral VIII (qualifier value) |"
sct_82101005_8_gender,erker_v15ib,,dropdown,6.5.3.8B - 8. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_7_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 262270007 | Roman numeral VIII (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_9_age,erker_v15ib,,text,6.5.3.9A - 9. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_8_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = ( 257469003 | Roman numeral I (qualifier value) | + 422045004 | Roman numeral X (qualifier value) | )"
sct_82101005_9_gender,erker_v15ib,,dropdown,6.5.3.9B - 9. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_8_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = ( 257469003 | Roman numeral I (qualifier value) | + 422045004 | Roman numeral X (qualifier value) | )
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_82101005_10_age,erker_v15ib,,text,6.5.3.10A - 10. betroffene Geschwister - Alter [in Jahren],,Alter des Geschwisterkinds bei Einschluss des:der Patient:in im NARSE,number,0,150,,"[sct_82101005_9_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 422045004 | Roman numeral X (qualifier value) |"
sct_82101005_10_gender,erker_v15ib,,dropdown,6.5.3.10B - 10. betroffene Geschwister - Geschlecht,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_82101005_9_age] <> """"",,,,,,"Variable:
SCT: 82101005 | Natural sibling (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 422045004 | Roman numeral X (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_rd,erker_v15ib,,dropdown,6.5.4 natürliche Kinder von dieser SE betroffen? ,"sct_373066001, Ja | sct_373067005, Nein | sct_261665006, Unbekannt | sct_385432009, Nicht zutreffend | sct_1220561009, nicht erfasst",,,,,,,,,,,,
sct_75226009_1_age,erker_v15ib,,text,6.5.4.1A - 1. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,[sct_75226009_rd] = 'sct_373066001',,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 257469003 | Roman numeral I (qualifier value) |"
sct_75226009_1_gender,erker_v15ib,,dropdown,6.5.4.1B - 1. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,[sct_75226009_rd] = 'sct_373066001',,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 257469003 | Roman numeral I (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_2_age,erker_v15ib,,text,6.5.4.2A - 2. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_1_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 257470002 | Roman numeral II (qualifier value) |"
sct_75226009_2_gender,erker_v15ib,,dropdown,6.5.4.2B - 2. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_1_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 257470002 | Roman numeral II (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_3_age,erker_v15ib,,text,6.5.4.3A - 3. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_2_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 257471003 | Roman numeral III (qualifier value) |"
sct_75226009_3_gender,erker_v15ib,,dropdown,6.5.4.3B - 3. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_2_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 257471003 | Roman numeral III (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_4_age,erker_v15ib,,text,6.5.4.4A - 4. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_3_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 260317009 | Roman numeral IV (qualifier value) |"
sct_75226009_4_gender,erker_v15ib,,dropdown,6.5.4.4B - 4. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_3_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 260317009 | Roman numeral IV (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
sct_75226009_5_age,erker_v15ib,,text,6.5.4.5A - 5. betroffenes Kind,,Bitte Alter des Kindes bei Einschluss im NARSE angeben.,number,0,150,,"[sct_75226009_4_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 | Time aspect (attribute) | = 397669002 | Age (qualifier value) |, 410680006 | Number (attribute) | = 422276003 | Roman numeral V (qualifier value) |"
sct_75226009_5_gender,erker_v15ib,,dropdown,6.5.4.5B - 5. betroffenes Kind,"sct_248152002, Weiblich | sct_248153007, Männlich | sct_184115007, Unbestimmt | sct_33791000087105, Divers | sct_1220561009, nicht erfasst",,,,,,"[sct_75226009_4_age] <> """"",,,,,,"Variable:
SCT: 75226009 | Natural child (person) | : 370134009 : 704321009 | Characterizes (attribute) | = 
263495000 | Gender (observable entity) |, 410680006 | Number (attribute) | = 422276003 | Roman numeral V (qualifier value) |
Choices:
SCT: 248152002 | Female (finding) |
SCT: 248153007 | Male (finding) |
SCT: 184115007 | Patient sex unknown (finding) |
SCT: 33791000087105 | Identifies as nonbinary gender (finding) |
SCT: 1220561009 | Not recorded (qualifier value) |"
